#DDB;#CAS;NAME_DDB;NAME_UD;disp. e/kB [K];Mainclass
3014;629-03-8;1,6-Dibromohexane;;;
3016;110-52-1;1,4-Dibromobutane;;;
3021;109-04-6;2-Bromopyridine;;;
3028;525-66-6;Propanolol;;;
3030;5153-63-9;Pyridine acetate <C5H5N*C2H4O2>;;;
3031;927-56-0;Valeric acid,4-oxo,nitrile;;;
3032;629-41-4;1,8-Octanediol;;;
3037;623-12-1;4-Chlorophenyl methyl ether;;;
3051;306-83-2;1,1-Dichloro-2,2,2-trifluoroethane [R123];2,2-DICHLORO-1,1,1-TRIFLUOROETHANE;85.52954286;HalogenatedHydrocarbon
3053;106-33-2;Dodecanoic acid ethyl ester;ETHYL-DODECANOATE;106.6349;Ester
3054;822-06-0;Hexamethylene diisocyanate;Hexamethylene_diisocyanate;81.12465;Other
3055;1320-67-8;Propylene glycol monomethyl ether (Isomer not specified);;;
3061;1563-90-2;N,N-Dibutylacetamide;;;
3062;16238-16-7;N,N-Dipentylacetamide;;;
3064;88-14-2;2-Furancarboxylic acid;;;
3065;110-94-1;1,5-Pentanedioic acid;GLUTARIC_ACID;71.80539091;Acids
3066;88-99-3;Phthalic acid;PHTHALIC_ACID;81.96731429;Acids
3069;124-04-9;Adipic acid;ADIPIC_ACID;75.46346667;Acids
3072;1002-84-2;n-Pentadecanoic acid;N-PENTADECANOIC_ACID;102.2893556;Acids
3073;506-12-7;Margarinic acid;N-HEPTADECANOIC_ACID;103.63065;Acids
3074;505-48-6;Octanedioic acid;SUBERIC_ACID;81.21187143;Acids
3075;123-99-9;1,9-Nonanedioic acid;AZELAIC_ACID;83.51123333;Acids
3076;1731-94-8;Nonadecanoic acid methyl ester;;;
3079;58-08-2;Caffeine;CAFFEINE;74.52994286;no_classes_defined_in_substances.txt
3083;103-11-7;2-Ethylhexyl acrylate;2-ETHYLHEXYL_ACRYLATE;104.8136077;Ester
3092;123-32-0;2,5-Dimethylpyrazine;;;
3094;308-48-5;Perfluoro-di-n-butylether;;;
3095;142-04-1;Aniline hydrochloride;;;
3098;24800-44-0;Tripropylene glycol;TRIPROPYLENE_GLYCOL;97.49931333;no_class_defined_in_mainclasses.txt
3102;2639-63-6;Butanoic acid hexyl ester;;;
3103;5870-93-9;Butanoic acid heptyl ester;;;
3104;1551-44-6;Butanoic acid cyclohexyl ester;;;
3105;5451-92-3;Formic acid nonyl ester;N-NONYL_FORMATE;103.6124333;Ester
3106;63283-80-7;2,2'-Oxybis(dichloro)propane;;;
3107;4091-39-8;3-Chloro-2-butanone;;;
3108;5891-21-4;5-Chloro-2-pentanone;5-Chloro-2-pentanone;96.21038571;Carbonyl
3109;623-56-3;5-Methyl-3-hexanone;;;
3110;541-85-5;5-Methyl-3-heptanone;;;
3111;106-68-3;3-Octanone;;;
3112;925-78-0;3-Nonanone;;;
3113;123-18-2;2,6,8-Trimethyl-4-nonanone;;;
3114;26093-63-0;3-Methyl tetrahydropyran;;;
3115;696-59-3;2,5-Dimethoxy tetrahydrofuran;;;
3116;7452-79-1;2-Methylbutanoic acid ethyl ester;;;
3118;5756-43-4;Ethyl hexyl ether;ETHYL_N-HEXYL_ETHER;113.4707556;Ether
3120;627-42-9;2-Chloroethyl methyl ether;;;
3123;629-96-9;1-Eicosanol;1-EICOSANOL;110.4096409;Alcohol
3124;128-37-0;2,6-Di-tert.butyl-4-methylphenol;2,6-DI-TERT-BUTYL-P-CRESOL;109.4751059;Aromatics
3125;2409-55-4;2-tert-Butyl-4-methylphenol;;;
3126;99-06-9;3-Hydroxy benzoic acid;3-HYDROXYBENZOIC-ACID;86.761025;no_class_defined_in_mainclasses.txt
3127;306-94-5;Perfluorodecalin <Isomer not specified>;Perfluorodecalin;75.34983571;HalogenatedHydrocarbon
3131;61836-76-8;1,4-Butanediol diformate;;;
3143;78-85-3;Methacrolein;METHACROLEIN;91.40848;Carbonyl
3146;545-06-2;Trichloroacetonitrile;;;
3148;470-67-7;1,4-Cineole;;;
3168;3073-66-3;1,1,3-Trimethylcyclohexane;;;
3169;929-37-3;Diethylene glycol monovinyl ether;;;
3208;496-15-1;2,3-Dihydroindole;;;
3209;138-22-7;n-Butyl lactate;N-BUTYL-LACTATE;91.92803636;no_class_defined_in_mainclasses.txt
3210;91009-00-6;Butyl diacetone ether;;;
3213;107-01-7;(cis/trans)-2-Butene;;;
3214;116-11-0;2-Methoxypropene;;;
3215;121-33-5;4-Hydroxy-3-methoxybenzaldehyde;VANILLIN;94.790575;no_classes_defined_in_substances.txt
3216;542-75-6;1,3-Dichloropropylene <Isomer not specified>;;;
3221;88-89-1;Picric acid;2,4,6-TRINITROPHENOL;47.05276471;no_class_defined_in_mainclasses.txt
3224;106-91-2;2,3-Epoxypropenyl methacrylate;;;
3225;135-01-3;1,2-Diethylbenzene;O-DIETHYLBENZENE;116.75992;Alkane
3233;51422-54-9;Ethylene glycol ethyl tert-butyl ether;Ethylene_glycol_ethyl_tert-butyl_ether;111.68552;Alcohol
3236;83-13-6;Diethyl phenylmalonate;;;
3237;609-08-5;Diethyl methylmalonate;;;
3245;17348-59-3;Isopropyl tert-butyl ether;Isopropyl_tert-butyl_ether;113.1918125;Ether
3250;626-23-3;Di-sec-butylamine;;;
3256;543-82-8;6-Methylheptan-2-amine;;;
3264;1643-19-2;Tetra-n-butylammonium bromide;;;
3265;428-59-1;1,2-Epoxy-perfluoropropylene;;;
3270;621-70-5;Hexanoic acid 1,2,3-propanetriyl ester;;;
3272;621-71-6;Decanoic acid 1,2,3-propanetriyl ester;;;
3273;538-24-9;Trilaurin;;;
3274;555-45-3;Tetradecanoic acid 1,2,3-propanetriyl ester;;;
3276;555-44-2;Tripalmitin;;;
3277;555-43-1;Tristearin;;;
3292;624-54-4;Amyl propionate;n-Pentyl_propanoate;101.19446;Other
3293;540-18-1;Amyl butyrate;;;
3310;7087-68-5;N,N-Diisopropylethylamine;;;
3312;124-06-1;Tetradecanoic acid ethyl ester;ETHYL-TETRADECANOATE;107.6423889;Ester
3313;628-97-7;Hexadecanoic acid ethyl ester;ETHYL-HEXADECANOATE;108.44838;Ester
3316;2050-23-9;Diethyl suberate;;;
3317;624-17-9;Diethyl azelate;;;
3318;116-54-1;Methyl dichloroacetate;;;
3326;107-45-9;1,1,3,3-Tetramethylbutylamine;;;
3330;1116-40-1;Triisobutylamine;;;
3336;288-32-4;1H-Imidazole;;;
3337;1888-71-7;Hexachloropropene;;;
3338;1732-09-8;Octanedioic acid dimethyl ester;;;
3339;134-81-6;Benzil;DIPHENYLGLYOXAL;101.4000125;Carbonyl
3340;115-17-3;Tribromoacetaldehyde;;;
3344;99-65-0;m-Dinitrobenzene;M-DINITROBENZENE;57.62921667;otherNitrogenCompounds
3345;7235-40-7;All-trans-beta-carotene;BETA-CAROTENE;116.671785;Alkene
3347;57-50-1;D-(+)-Saccharose;;;
3349;57-48-7;D-(-)-Fructose;D-(-)-Fructose;74.10306471;Other
3351;84-65-1;Anthraquinone;ANTHRAQUINONE;101.4000125;Carbonyl
3353;526-83-0;Tartaric acid;TARTARIC_ACID;64.5778;no_class_defined_in_mainclasses.txt
3354;25639-42-3;Methylcyclohexanol <Isomer not specified>;;;
3355;13127-88-3;Perdeuterophenol;;;
3363;10025-67-9;Sulfur monochloride;;;
3364;79-77-6;trans-beta-Ionone;;;
3366;7439-97-6;Mercury;;;
3369;497-39-2;4,6-Di-tert.butyl-3-methylphenol;;;
3410;717-74-8;1,3,5-Triisopropylbenzene;;;
3417;693-21-0;Diethylene glycol dinitrate;;;
3421;593-08-8;2-Tridecanone;;;
3435;2528-38-3;Tri-n-amyl phosphate;;;
3446;7378-99-6;N,N-Dimethyloctylamine;N,N-Dimethyloctylamine;106.5921;Amine
3450;7789-24-4;Lithium fluoride;;;
3464;609-36-9;DL-Proline;;;
3465;302-72-7;alpha-DL-Alanine;;;
3469;696-71-9;Cyclooctanol;;;
3470;87-69-4;L-(+)-Tartaric acid;;;
3471;7440-23-5;Sodium;;;
3472;7439-92-1;Lead;;;
3473;7681-82-5;Sodium iodide;;;
3474;13465-09-3;Indium tribromide;;;
3477;6192-44-5;2-Phenoxyethylacetate;;;
3501;6837-24-7;N-Cyclohexyl-2-pyrrolidone;;;
3505;111-62-6;(Z)-9-Octadecenoic acid ethyl ester;;;
3509;100-54-9;3-Cyanopyridine;NICOTINONITRILE;105.960375;no_class_defined_in_mainclasses.txt
3510;109-09-1;2-Chloropyridine;;;
3512;143-16-8;Dihexylamine;;;
3513;141-62-8;Decamethyltetrasiloxane;;;
3528;354-23-4;1,2-Dichloro-1,2,2-trifluoroethane [R123a];1,2-DICHLORO-1,1,2-TRIFLUOROETHANE;85.52954286;HalogenatedHydrocarbon
3530;13021-58-4;3-(1,3-Dimethylbutoxy)-1,2-propanediol;;;
3531;7429-90-5;Aluminum;;;
3532;591-21-9;1,3-Dimethylcyclohexane <Isomer not specified>;;;
3537;111-67-1;2-Octene;;;
3541;492-62-6;alpha-D-Glucose;;;
3542;623-84-7;1,2-Propyleneglycol diacetate;1,2-Propyleneglycol_diacetate;89.32440909;Alcohol
3544;134-20-3;Anthranilic acid methyl ester;;;
3558;108-65-6;Propylene glycol monomethyl ether acetate;PROPYLENE_GLYCOL_MONOMETHYL_ETHER_ACETATE;97.35093333;no_class_defined_in_mainclasses.txt
3559;770-35-4;1-Phenoxy-2-propanol;;;
3560;57018-52-7;1-tert-Butoxy-2-propanol;PROPYLENE_GLYCOL_1-TERT-BUTYL_ETHER;102.05006;no_class_defined_in_mainclasses.txt
3561;5131-66-8;1,2-Propylene glycol 1-monobutylether;;;
3565;105-72-6;Glycol dibutyrate;;;
3567;66728-50-5;Ethylene glycol tert-butyl methyl ether;;;
3570;140-66-9;4-(2,4,4-Trimethylpentan-2-yl)phenol;P-TERT-OCTYLPHENOL;109.0859063;Aromatics
3596;533-73-3;1,2,4-Trihydroxybenzene;;;
3597;108-73-6;1,3,5-Trihydroxybenzene;;;
3623;50-69-1;D-Ribose;;;
3656;10043-35-3;Boric acid;;;
3665;96-31-1;1,3-Dimethylurea;;;
3667;5343-92-0;1,2-Pentanediol;;;
3679;2040-96-2;Propylcyclopentane;N-PROPYLCYCLOPENTANE;115.7023;Alkane
3681;5911-04-6;3-Methylnonane;3-METHYLNONANE;115.7023;Alkane
3685;118-55-8;Salicylic acid phenyl ester;;;
3686;79-14-1;Glycolic acid;GLYCOLIC_ACID;64.5778;no_class_defined_in_mainclasses.txt
3705;696-30-0;4-Isopropylpyridine;;;
3706;597-64-8;Tetraethylstannane;;;
3708;3978-81-2;4-tert-Butylpyridine;;;
3709;702-16-9;5-Butyl-2-methyl-pyridine;;;
3710;1122-62-9;1-(2-Pyridinyl)ethanone;;;
3711;1193-12-0;3,3-Dimethylpiperidine;;;
3712;35794-11-7;3,5-Dimethylpiperidine;;;
3713;1484-80-6;2-Ethylpiperidine;;;
3715;98-11-3;Benzenesulfonic acid;;;
3717;104-15-4;p-Toluenesulfonic acid;;;
3724;56-41-7;L-Alanine;L-Alanine;83.40141111;Other
3725;56-45-1;L-Serine;;;
3728;112-99-2;Dioctadecylamine;;;
3729;56-40-6;Glycine;;;
3734;124-30-1;Octadecylamine;;;
3754;18720-62-2;2-Methyl-heptanol-3;;;
3755;2050-92-2;Dipentylamine;DIAMYLAMINE;109.4736667;Amine
3787;25167-70-8;2,4,4-Trimethylpentene;;;
3789;583-57-3;1,2-Dimethylcyclohexane <Isomer not specified>;;;
3797;1073-23-0;2,6-Dimethylpicoline-N-oxide;;;
3798;25961-89-1;2-(2-(2-(Hexyloxy)ethoxy)ethoxy)ethanol;;;
3803;584-03-2;1,2-Butanediol;1,2-BUTANEDIOL;86.592675;Alcohol
3808;10031-24-0;Tin bromide <SnBr2>;;;
3814;7704-34-9;Sulfur;;;
3820;6920-22-5;1,2-Hexanediol;;;
3829;625-30-9;(1-Methylbutyl)amine;;;
3834;20193-20-8;N-Ethylpropylamine;;;
3835;96-17-3;2-Methylbutyraldehyde;;;
3836;97-96-1;2-Ethylbutyraldehyde;;;
3837;123-15-9;2-Methylvaleraldehyde;;;
3838;19780-25-7;2-Ethylcrotonaldehyde;;;
3839;1070-66-2;2-Butylacrolein;;;
3840;123-05-7;2-Ethylhexanaldehyde;2-ETHYLHEXANAL;101.8140222;Carbonyl
3841;104-87-0;4-Methylbenzaldehyde;P-TOLUALDEHYDE;102.9891556;Carbonyl
3842;5435-64-3;3,5,5-Trimethylhexanaldehyde;;;
3843;112-44-7;Undecanaldehyde;UNDECANAL;105.2860917;Carbonyl
3844;112-54-9;Lauric aldehyde;DODECANAL;106.0873385;Carbonyl
3845;7003-32-9;(2-Methylcyclohexyl)amine;;;
3846;15901-42-5;(3,3,5-Trimethylcyclohexyl)amine;;;
3847;5400-88-4;(4-tert-Butylcyclohexyl)amine;;;
3848;10315-98-7;N-Isobutylmorpholine;;;
3849;4402-32-8;1-Diethylamino-2-propanol;;;
3850;3710-84-7;N-Hydroxydiethylamine;N,N-DIETHYLHYDROXYLAMINE;84.7522;otherNitrogenCompounds
3851;643-28-7;2-Isopropyl aniline;;;
3852;24549-06-2;6-Ethyl-toluidine;;;
3853;96-80-0;2-(Diisopropylamino)-ethanol;;;
3854;3529-09-7;1,2-Ethanediamine, N,N-dibutyl;;;
3855;102-83-0;1,3-Propanediamine, N,N-dibutyl-;;;
3856;111-18-2;1,6-Hexanediamine, N,N,N',N'-tetramethyl-;;;
3857;6728-26-3;trans-2-Hexenal;;;
3858;98-94-2;N,N-Dimethylcyclohexylamine;;;
3859;5459-93-8;Cyclohexanamine, N-ethyl-;;;
3861;91-65-6;Cyclohexanamine, N,N-diethyl-;;;
3865;110-85-0;Piperazine;PIPERAZINE;97.0164;Amine
3866;7553-56-2;Iodine;IODINE;;Halogen
3870;118-91-2;o-Chloro benzoic acid;O-CHLOROBENZOIC_ACID;93.67450909;no_class_defined_in_mainclasses.txt
3871;535-80-8;3-Chlorobenzoic acid;;;
3875;99-96-7;4-Hydroxy benzoic acid;4-HYDROXYBENZOIC-ACID;86.761025;no_class_defined_in_mainclasses.txt
3876;100-25-4;p-Dinitrobenzene;P-DINITROBENZENE;57.62921667;otherNitrogenCompounds
3880;552-16-9;2-Nitro benzoic acid;;;
3882;586-30-1;3-Hydroxy-4-methyl benzoic acid;;;
3885;18328-90-0;N-Ethyl(2-methylallyl)amine;N-ETHYL-2-METHYLALLYLAMINE;106.800025;no_class_defined_in_mainclasses.txt
3891;629-32-3;Methyl heptyl ether;;;
3898;628-77-3;1,5-Diiodopentane;;;
3900;144-62-7;Oxalic acid;Oxalic_acid;55.34405;Acids
3901;307-34-6;Perfluoro-n-octane;Perfluoro-n-octane;72.2458;HalogenatedHydrocarbon
3910;102-81-8;2-(Dibutylamino)ethanol;;;
3945;3822-68-2;Difluoromethoxytrifluoromethane;;;
3946;421-14-7;Trifluoromethoxymethane;;;
3948;628-99-9;2-Nonanol;2-NONANOL;105.1169818;Alcohol
3949;624-51-1;3-Nonanol;;;
3950;5932-79-6;4-Nonanol;;;
3957;14979-39-6;4-Methyl-3-heptanol;;;
3958;18720-65-5;5-Methyl-3-heptanol;;;
3967;2425-54-9;1-Chlorotetradecane;1-CHLOROTETRADECANE;114.93904;HalogenatedHydrocarbon
4018;3391-86-4;1-Octen-3-ol;;;
4024;90-43-7;2-Phenylphenol;;;
4098;1190-22-3;1,3-Dichlorobutane;;;
4101;598-98-1;Methyl 2,2-dimethylpropanoate;;;
4122;590-67-0;1-Methylcyclohexanol;1-METHYLCYCLOHEXANOL;102.7646889;Alcohol
4128;1310-58-3;Potassium hydroxide;;;
4135;693-98-1;2-Methyl-1H-imidazole;2-Methyl-1H-imidazole;101.3407286;Alcohol
4157;5500-21-0;Cyclopropyl cyanide;;;
4160;557-99-3;Acetyl fluoride;;;
4165;4635-87-4;1-Cyano-2-butene <Isomer not specified>;;;
4166;533-67-5;2-Deoxy-D-ribose;;;
4170;10102-44-0;Nitrogen dioxide;;;
4195;1007-26-7;1-Phenyl-2,2-dimethylpropane;;;
4198;616-21-7;1,2-Dichlorobutane;1,2-DICHLOROBUTANE;111.886;HalogenatedHydrocarbon
4214;7782-49-2;Selenium;;;
4215;12185-10-3;White Phosphorus;;;
4216;7758-95-4;Lead dichloride;;;
4232;13494-80-9;Tellurium;;;
4237;623-93-8;5-Nonanol;;;
4250;2049-95-8;2-Methyl-2-phenylbutane;;;
4259;359-13-7;2,2-Difluoroethanol;;;
4280;498-66-8;2-Norbornene;2-NORBORNENE;116.2059286;Alkene
4292;111109-77-4;Dipropylene glycol dimethyl ether;;;
4293;1838-08-0;Octadecylammonium chloride;;;
4295;7440-66-6;Zinc;;;
4296;77-92-9;Citric acid;CITRIC_ACID;66.24715294;no_class_defined_in_mainclasses.txt
4345;1484-84-0;2-Piperidineethanol (2pe);;;
4430;7440-50-8;Copper;;;
4440;626-26-6;Di-sec-butylsulfide;;;
4451;598-55-0;Methylcarbamate;Methylcarbamate;87.93752857;Other
4453;6135-31-5;N-Ethyl-methylcarbamate;;;
4468;7439-93-2;Lithium;;;
4474;625-25-2;2-Methyl-2-heptanol;;;
4475;56298-90-9;4-Methyl-2-heptanol;;;
4477;7212-53-5;5-Methyl-1-heptanol;;;
4478;54630-50-1;5-Methyl-2-heptanol;;;
4479;31367-46-1;3-Methyl-2-heptanol;;;
4480;21570-35-4;2-Methyl-4-heptanol;;;
4481;60435-70-3;2-Methyl-1-heptanol;;;
4482;4730-22-7;6-Methyl-2-heptanol;;;
4487;18720-66-6;6-Methyl-3-heptanol;;;
4489;590-29-4;Formic acid potassium salt;;;
4490;333-20-0;Potassium thiocyanate;;;
4491;7447-41-8;Lithium chloride;;;
4503;2168-93-6;Dibutyl sulfoxide;;;
4537;519-73-3;Triphenylmethane;TRIPHENYLMETHANE;117.3722263;Alkane
4543;104-55-2;Cinnamaldehyde <Isomer not specified>;Cinnamaldehyde;104.61301;Other
4558;1314-13-2;Zinc oxide;;;
4573;110-17-8;trans-2-Butenedioic acid;FUMARIC_ACID;67.76824;Acids
4574;110-16-7;Maleic acid;MALEIC_ACID;67.76824;Acids
4577;;Potassium chloride;;;
4590;7487-94-7;Mercury chloride;;;
4591;10108-64-2;Cadmium chloride;;;
4592;7718-54-9;Nickel chloride;;;
4618;7647-15-6;Sodium bromide;;;
4658;7440-09-7;Potassium;;;
4659;7440-17-7;Rubidium;;;
4680;110-38-3;Decanoic acid ethyl ester;ETHYL-DECANOATE;105.3395571;Ester
4681;434-64-0;Perfluorotoluene;;;
4684;3238-40-2;2,5-Furandicarboxylic acid;;;
4690;92-86-4;4,4'-Dibromobiphenyl;;;
4700;118-92-3;Anthranilic acid;2-Amino_benzoic_acid;94.1537;Acids
4736;90-14-2;1-Iodonaphthalene;;;
4744;71-00-1;L-Histidine;;;
4745;147-85-3;L-Proline;;;
4774;2445-76-3;Hexylpropanoate;;;
4775;99-34-3;3,5-Dinitro benzoic acid;;;
4776;50-78-2;Acetylsalicylic acid;ACETYLSALICYLIC_ACID;88.84978571;no_class_defined_in_mainclasses.txt
4777;100-09-4;4-Methoxy benzoic acid;P-ANISIC-ACID;94.790575;no_class_defined_in_mainclasses.txt
4782;120-61-6;Dimethyl terephthalate;DIMETHYL_TEREPHTHALATE;95.73225714;Ester
4790;3938-95-2;2,2-Dimethylpropanoic acid ethyl ester;;;
4792;7631-99-4;Sodium nitrate;;;
4793;7757-79-1;Potassium nitrate;;;
4795;3458-28-4;D-Mannose;;;
4797;88-12-0;1-Ethenyl-2-pyrrolidinone;;;
4801;58-86-6;D-Xylose;;;
4822;79-33-4;L(+)-Lactic acid;;;
4829;530-48-3;1,1-Diphenylethylene;;;
4855;88-06-2;2,4,6-Trichlorophenol;2,4,6-Trichlorophenol;102.9560273;Alcohol
4870;10102-03-1;Dinitrogen pentoxide;Dinitrogen_pentoxide;32.98715556;Other
4878;7789-67-5;Tin tetrabromide;;;
4881;13450-90-3;Gallium trichloride;;;
4882;504-60-9;1,3-Pentadiene;;;
4883;16302-35-5;4-Methyl-5,6-dihydro-2H-pyran;4-Methyl-5,6-dihydro-2H-pyran;113.3368;Other
4906;10191-41-0;DL-.alpha.-Tocopherol;;;
4907;10043-52-4;Calcium chloride;;;
4910;7773-01-5;Manganese dichloride;;;
4911;;Sodium chloride;;;
4913;764-47-6;n-Propyl-vinyl-ether;;;
4915;10476-85-4;Strontium dichloride;;;
4916;10361-37-2;Barium dichloride;;;
4918;13718-50-8;Barium diiodide;;;
4919;10022-31-8;Barium dinitrate;;;
4921;10553-31-8;Barium dibromide;;;
4923;7787-46-4;Beryllium dibromide;;;
4924;7787-47-5;Beryllium dichloride;;;
4928;7789-41-5;Calcium dibromide;;;
4935;7787-69-1;Cesium bromide;;;
4937;534-17-8;Cesium carbonate;;;
4938;;Cesium chloride;;;
4940;13400-13-0;Cesium fluoride;;;
4941;7789-17-5;Cesium iodide;;;
4942;10294-54-9;Cesium sulfate;;;
4946;7447-39-4;Copper-II-chloride <Cupric chloride>;;;
4951;7758-98-7;Copper-II-sulfate <Cupric sulfate>;;;
4953;7789-48-2;Magnesium bromide;;;
4955;7786-30-3;Magnesium chloride;;;
4959;10377-58-9;Magnesium iodide;;;
4960;7487-88-9;Magnesium sulfate;;;
4961;;Potassium bromide;;;
4962;584-08-7;Potassium carbonate;;;
4964;;Potassium fluoride;;;
4966;7778-80-5;Potassium sulfate;;;
4967;7550-35-8;Lithium bromide;;;
4969;1310-65-2;Lithium hydroxide;;;
4970;10377-51-2;Lithium iodide;;;
4971;7790-69-4;Lithium nitrate;;;
4972;10377-48-7;Lithium sulfate;;;
4979;7786-81-4;Nickel sulfate;;;
4981;7789-00-6;Potassium chromate;;;
4984;7789-39-1;Rubidium bromide;;;
4985;584-09-8;Rubidium carbonate;;;
4986;7791-11-9;Rubidium chloride;;;
4989;;Rubidium fluoride;;;
4990;7790-29-6;Rubidium iodide;;;
4991;13126-12-0;Rubidium nitrate;;;
4992;7488-54-2;Rubidium sulfate;;;
4995;7785-23-1;Silver bromide;;;
4999;7761-88-8;Silver nitrate;;;
5000;2798-72-3;5-Oxa-1-nonyne-3-ene;;;
5091;52663-66-8;2,2',3,3',4,5'-Hexachlorobiphenyl;2,2',3,3',4,5'-HEXACHLOROBIPHENYL(PCB_130);113.0611333;Aromatics
5093;52744-13-5;2,2',3,3',5,6'-Hexachlorobiphenyl;2,2',3,3',5,6'-HEXACHLOROBIPHENYL(PCB_135);113.0611333;Aromatics
5155;999-81-5;Halloween <Chlorocholine chloride>;;;
5177;10061-01-5;cis-1,3-Dichloro-1-propene;cis-1,3-Dichloro-1-propene;111.82782;HalogenatedHydrocarbon
5179;10061-02-6;trans-1,3-Dichloro-1-propene;trans-1,3-Dichloro-1-propene;111.82782;HalogenatedHydrocarbon
5220;73-24-5;Adenine;;;
5242;77-47-4;Perchlorocyclopentadiene;HEXACHLOROCYCLOPENTADIENE;110.0984273;no_class_defined_in_mainclasses.txt
5249;12057-24-8;Lithium oxide;;;
5287;1303-86-2;Boric oxide;;;
5303;51630-58-1;Fenkill;;;
5323;301-00-8;(Z,Z,Z)-9,12,15-Octadecatrienoic acid methyl ester;;;
5324;89-86-1;2,4-Dihydroxy benzoic acid;;;
5353;536-90-3;3-Methoxyaniline <m-Anisidine>;;;
5465;58-15-1;Aminopyrin;AMINOPYRINE;91.49468235;no_classes_defined_in_substances.txt
5470;25322-68-3;Polyethylene glycol 2000;;;
5498;112-38-9;10-Undecenoic acid;;;
5565;94-26-8;Butyl 4-hydroxybenzoate;BUTYL-4-HYDROXYBENZOATE;98.97292;no_class_defined_in_mainclasses.txt
5603;15687-27-1;(R,S)-Ibuprofen;IBUPROFEN;101.27375;Acids
5606;628-20-6;Butanenitrile, 4-chloro-;;;
5957;321-14-2;5-Chloro-2-hydroxy benzoic acid;;;
5961;76-57-3;Methylmorphine;CODEINE;105.1493913;no_classes_defined_in_substances.txt
6102;2404-73-1;Methyl-phosphonic acid dibutyl ester;;;
6185;615-42-9;o-Diiodobenzene;;;
6187;624-38-4;p-Diiodobenzene;;;
6189;615-41-8;Iodobenzene, 2-chloro-;;;
6190;625-99-0;Iodobenzene, 3-chloro-;;;
6220;2868-37-3;Methyl ester cyclopropanecarboxylic acid;;;
6259;3681-78-5;Dodecanoic acid, propyl ester;;;
6266;3376-35-0;o-Methyloxime 2-propanone;;;
6297;77078-19-4;Ethylene glycol-ethyl-sec.-butyl ether;;;
6304;497-19-8;Sodium carbonate;;;
6305;7775-11-3;Sodium chromate;;;
6307;;Sodium fluoride;;;
6308;1310-73-2;Sodium hydroxide;;;
6309;7440-31-5;Tin;;;
6311;7757-82-6;Sodium sulfate;;;
6312;1313-82-2;Sodium sulfide;;;
6315;7705-08-0;Iron(III) chloride;;;
6318;12124-97-9;Ammonium bromide;;;
6319;12125-02-9;Ammonium chloride;;;
6321;12027-06-4;Ammonium iodide;;;
6322;6484-52-2;Ammonium nitrate;;;
6324;1762-95-4;Ammonium thiocyanate;;;
6325;7783-20-2;Ammonium sulfate;;;
6326;10099-74-8;Lead nitrate;;;
6329;7681-11-0;Potassium iodide;;;
6330;127-08-2;Potassium acetate;;;
6331;127-09-3;Sodium acetate;;;
6332;546-89-4;Lithium acetate;;;
6337;7774-29-0;Mercury(II) iodide;;;
6340;10476-81-0;Strontium bromide;;;
6342;10476-86-5;Strontium iodide;;;
6343;10042-76-9;Strontium nitrate;;;
6345;10124-37-5;Calcium nitrate;;;
6346;7646-85-7;Zinc chloride;;;
6348;10139-47-6;Zinc iodide;;;
6351;7733-02-0;Zinc sulfate;;;
6353;7601-89-0;Sodium perchlorate;;;
6356;7778-77-0;Potassium dihydrogen phosphate;;;
6357;7558-80-7;Sodium dihydrogen phosphate;;;
6361;10377-60-3;Magnesium nitrate;;;
6362;7785-87-7;Manganese sulfate;;;
6363;7646-79-9;Cobalt(II) chloride;;;
6368;7790-80-9;Cadmium iodide;;;
6370;10124-36-4;Cadmium sulfate;;;
6371;7778-53-2;Potassium phosphate;;;
6372;540-72-7;Sodium thiocyanate;;;
6374;7772-98-7;Sodium thiosulfate (Na2S2O3);;;
6378;7789-18-6;Cesium nitrate;;;
6379;7791-12-0;Thallium(I) chloride;;;
6386;583-52-8;Potassium oxalate;;;
6389;13823-29-5;Thorium nitrate;;;
6394;87-25-2;2-Aminobenzoic acid ethyl ester;;;
6396;87-91-2;L-(+)-Tartaric acid diethylester;;;
6403;88-88-0;Picryl chloride;;;
6404;489-98-5;2,4,6-Trinitroaniline;;;
6446;92-59-1;N-Benzyl-N-ethylaniline;;;
6448;2644-70-4;Hydrazinium monochloride;;;
6470;544-35-4;(Z,Z)-9,12-Octadecadienoic acid ethyl ester;;;
6472;7790-47-8;Tin tetraiodide;;;
6476;63231-67-4;Silicon dioxide;;;
6495;41051-88-1;Perdeutero-p-xylene;;;
6605;71-91-0;Tetraethylammonium bromide;;;
6609;1941-30-6;Tetrapropylammonium bromide;;;
6613;627-31-6;1,3-Diiodopropane;;;
6614;628-21-7;1,4-Diiodobutane;;;
6616;6174-95-4;Tetraethyl ester ethenetetracarboxylic acid;;;
6644;7727-15-3;Aluminum bromide;;;
6646;7789-61-9;Antimony tribromide;;;
6654;3741-00-2;Pentylcyclopentane;;;
6667;149-32-6;(R*,S*)-1,2,3,4-Butanetetrol;;;
6673;1003-66-3;o-Deuterophenol;;;
6674;7163-67-9;Methyl-dibutylphosphinate;;;
6675;7100-92-7;Ethyl-dibutylphosphinate;;;
6676;7100-93-8;Propyl-dibutylphosphinate;;;
6677;61836-77-9;Hexamethylene diformate;;;
6678;29803-25-6;Octamethylene diformate;;;
6679;628-67-1;Tetramethylene diacetate;;;
6680;2745-17-7;2-Furyloxirane;;;
6681;624-41-9;2-Methylbutyl acetate;;;
